j;Ptz;t;K;DA;DB;DC;DD;Y;Pt;Pe;Zg;Zw;PtA;PtB;PtC;PtD;PtS;E;PeA;PeB;PeC;PeD;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
4162.0;106.5;15.6;265.7;1.0;1.0;1.0;1.0;20726.354;106.5;155.971;290.508;1214.608;48.412;61.17;0.0;0.0;3.082;554.781;41.121;114.849;0.0;0.0;290.508;1214.608;0.0;0.0;0;0;0;0
4163.0;103.2;15.6;265.7;1.0;1.0;1.0;1.0;20387.347;103.2;156.249;290.508;1213.83;48.412;57.87;0.0;0.0;3.082;557.863;41.121;115.127;0.0;-0.0;290.508;1213.83;0.0;0.0;0;0;0;0
4164.0;101.8;15.6;265.7;1.0;1.0;1.0;1.0;20244.348;101.8;156.367;290.508;1213.461;48.412;56.47;0.0;0.0;3.082;560.945;41.121;115.245;0.0;-0.0;290.508;1213.461;0.0;0.0;0;0;0;0
4165.0;99.5;15.6;265.7;1.0;1.0;1.0;1.0;20010.53;99.5;156.56;290.508;1212.801;48.412;54.17;0.0;0.0;3.082;564.027;41.121;115.439;0.0;-0.0;290.508;1212.801;0.0;0.0;0;0;0;0
4166.0;95.4;15.6;265.7;1.0;1.0;1.0;1.0;19597.293;95.4;156.905;290.508;1211.453;48.412;50.07;0.0;0.0;3.082;567.11;41.121;115.784;0.0;-0.0;290.508;1211.453;0.0;0.0;0;0;0;0
4167.0;91.3;15.6;265.7;1.0;1.0;1.0;1.0;19188.921;91.3;157.251;290.508;1209.871;48.412;45.97;0.0;-0.0;3.082;570.192;41.121;116.129;0.0;-0.0;290.508;1209.871;0.0;0.0;0;0;0;0
4168.0;89.5;15.6;265.7;1.0;1.0;1.0;1.0;19011.266;89.5;157.402;290.508;1209.098;48.412;44.17;0.0;0.0;3.082;573.274;41.121;116.281;0.0;-0.0;290.508;1209.098;0.0;0.0;0;0;0;0
4169.0;85.7;15.6;230.0;1.0;1.0;1.0;1.0;13187.78;85.7;158.21;290.508;1204.095;48.412;34.582;0.0;0.0;-2.706;570.567;41.121;117.088;0.0;-0.0;290.508;1204.095;0.0;0.0;0;0;0;0
4170.0;88.2;15.6;230.0;1.0;1.0;1.0;1.0;13434.065;88.2;157.999;290.508;1205.551;48.412;37.082;0.0;0.0;-2.706;567.861;41.121;116.878;0.0;-0.0;290.508;1205.551;0.0;0.0;0;0;0;0
4171.0;93.6;15.6;230.0;1.0;1.0;1.0;1.0;13996.501;93.6;157.168;290.508;1203.07;48.412;42.482;-0.0;-0.0;-2.706;565.154;41.121;116.047;0.0;-0.0;290.508;1203.07;0.0;0.0;0;0;0;0
4172.0;92.8;15.6;265.7;1.0;1.0;1.0;1.0;19337.738;92.8;157.124;290.508;1210.478;48.412;47.47;0.0;0.0;3.082;568.237;41.121;116.003;0.0;-0.0;290.508;1210.478;0.0;0.0;0;0;0;0
4173.0;93.0;15.6;265.7;1.0;1.0;1.0;1.0;19357.633;93.0;157.108;290.508;1210.557;48.412;47.67;0.0;0.0;3.082;571.319;41.121;115.986;0.0;-0.0;290.508;1210.557;0.0;0.0;0;0;0;0
4174.0;98.4;15.6;265.7;1.0;1.0;1.0;1.0;19899.204;98.4;156.653;290.508;1212.461;48.412;53.07;0.0;0.0;3.082;574.401;41.121;115.531;0.0;-0.0;290.508;1212.461;0.0;0.0;0;0;0;0
4175.0;90.8;15.6;291.8;1.0;1.0;1.0;1.0;23106.316;90.8;156.936;290.508;1211.321;48.412;49.702;0.0;0.0;7.314;581.715;41.121;115.815;0.0;-0.0;290.508;1211.321;0.0;0.0;0;0;0;0
4176.0;85.1;15.6;259.6;1.0;1.0;1.0;1.0;17651.409;85.1;157.856;290.508;1206.478;48.412;38.781;0.0;-0.0;2.093;583.808;41.121;116.735;0.0;-0.0;290.508;1206.478;0.0;0.0;0;0;0;0
4177.0;76.3;15.6;253.8;1.0;1.0;1.0;1.0;16171.587;76.3;159.226;290.508;1195.322;48.412;22.511;0.0;0.0;-5.377;578.431;41.121;118.105;0.0;-0.0;290.508;1195.322;0.0;0.0;0;0;0;0
4178.0;65.1;15.6;251.9;1.0;1.0;1.0;1.0;14895.829;65.1;160.191;290.508;1183.797;48.412;11.052;0.0;-0.0;-5.636;572.794;41.121;119.069;0.0;-0.0;290.508;1183.797;0.0;0.0;0;0;0;0
4179.0;66.5;15.6;226.9;1.0;1.0;1.0;1.0;11161.53;66.5;160.36;290.508;1181.39;48.412;9.041;-0.0;0.0;-9.047;563.748;41.121;119.239;0.0;-0.0;290.508;1181.39;0.0;0.0;0;0;0;0
4180.0;66.6;15.6;216.4;1.0;1.0;1.0;1.0;9549.672;66.6;160.472;290.508;1179.724;48.412;7.709;0.0;0.0;-10.479;553.268;41.121;119.351;0.0;-0.0;290.508;1179.724;0.0;0.0;0;0;0;0
4181.0;67.8;15.6;198.9;1.0;1.0;1.0;1.0;6949.188;67.8;160.572;290.508;1178.191;48.412;6.522;-0.0;-0.0;-12.866;540.402;41.121;119.451;0.0;-0.0;290.508;1178.191;0.0;0.0;0;0;0;0
4182.0;71.4;15.6;210.9;1.0;1.0;1.0;1.0;9117.468;71.4;160.131;290.508;1184.614;48.412;11.759;0.0;0.0;-11.229;529.173;41.121;119.01;0.0;-0.0;290.508;1184.614;0.0;0.0;0;0;0;0
4183.0;81.2;15.6;262.5;1.0;1.0;1.0;1.0;17959.385;81.2;158.713;290.508;1200.126;48.412;28.598;0.0;0.0;-4.19;524.982;41.121;117.592;0.0;-0.0;290.508;1200.126;0.0;0.0;0;0;0;0
4184.0;94.0;15.6;251.4;1.0;1.0;1.0;1.0;17478.698;94.0;157.763;290.508;1207.053;48.412;39.883;0.0;0.0;-5.705;519.278;41.121;116.642;0.0;-0.0;290.508;1207.053;0.0;0.0;0;0;0;0
4185.0;107.6;15.6;330.2;1.0;1.0;1.0;1.0;30831.638;107.6;155.713;290.508;1215.217;48.412;64.233;-0.0;-0.0;5.045;524.323;41.121;114.592;0.0;-0.0;290.508;1215.217;0.0;0.0;0;0;0;0
4186.0;113.6;15.6;330.2;1.0;1.0;1.0;1.0;31426.092;113.6;155.208;290.508;1216.117;48.412;70.233;0.0;0.0;5.045;529.368;41.121;114.086;0.0;-0.0;290.508;1216.117;0.0;0.0;0;0;0;0
4187.0;108.5;15.6;330.2;1.0;1.0;1.0;1.0;30920.303;108.5;155.637;290.508;1215.376;48.412;65.133;0.0;0.0;5.045;534.413;41.121;114.516;0.0;0.0;290.508;1215.376;0.0;0.0;0;0;0;0
4188.0;103.0;15.6;330.2;1.0;1.0;1.0;1.0;30381.398;103.0;156.1;290.508;1214.262;48.412;59.633;-0.0;0.0;5.045;539.458;41.121;114.979;0.0;-0.0;290.508;1214.262;0.0;0.0;0;0;0;0
4189.0;96.4;15.6;330.2;1.0;1.0;1.0;1.0;29744.581;96.4;156.656;290.508;1212.45;48.412;53.033;-0.0;-0.0;5.045;544.504;41.121;115.535;0.0;-0.0;290.508;1212.45;0.0;0.0;0;0;0;0
4190.0;88.9;15.6;330.2;1.0;1.0;1.0;1.0;29035.544;88.9;157.287;290.508;1209.688;48.412;45.533;0.0;0.0;5.045;549.549;41.121;116.166;0.0;-0.0;290.508;1209.688;0.0;0.0;0;0;0;0
4191.0;87.5;15.6;330.2;1.0;1.0;1.0;1.0;28905.076;87.5;157.405;290.508;1209.082;48.412;44.133;0.0;0.0;5.045;554.594;41.121;116.284;0.0;-0.0;290.508;1209.082;0.0;0.0;0;0;0;0
4192.0;86.1;15.6;330.2;1.0;1.0;1.0;1.0;28775.238;86.1;157.523;290.508;1208.446;48.412;42.733;0.0;-0.0;5.045;559.639;41.121;116.402;0.0;-0.0;290.508;1208.446;0.0;0.0;0;0;0;0
4193.0;85.3;15.6;330.2;1.0;1.0;1.0;1.0;28701.335;85.3;157.591;290.508;1208.068;48.412;41.933;0.0;0.0;5.045;564.684;41.121;116.469;0.0;-0.0;290.508;1208.068;0.0;0.0;0;0;0;0
4194.0;91.0;15.6;324.9;1.0;1.0;1.0;1.0;28425.45;91.0;157.171;290.508;1210.256;48.412;46.91;0.0;0.0;4.322;569.007;41.121;116.05;0.0;-0.0;290.508;1210.256;0.0;0.0;0;0;0;0
4195.0;103.4;15.6;324.9;1.0;1.0;1.0;1.0;29616.489;103.4;156.127;290.508;1214.185;48.412;59.31;0.0;0.0;4.322;573.329;41.121;115.006;0.0;-0.0;290.508;1214.185;0.0;0.0;0;0;0;0
4196.0;90.1;15.6;330.2;1.0;1.0;1.0;1.0;29147.864;90.1;157.186;290.508;1210.184;48.412;46.733;-0.0;0.0;5.045;578.374;41.121;116.065;0.0;-0.0;290.508;1210.184;0.0;0.0;0;0;0;0
4197.0;94.6;15.6;330.2;1.0;1.0;1.0;1.0;29572.924;94.6;156.808;290.508;1211.859;48.412;51.233;-0.0;0.0;5.045;583.419;41.121;115.686;0.0;-0.0;290.508;1211.859;0.0;0.0;0;0;0;0
4198.0;109.1;15.6;330.2;1.0;1.0;1.0;1.0;30979.514;109.1;155.587;290.508;1215.477;48.412;65.733;0.0;0.0;5.045;588.464;41.121;114.465;0.0;-0.0;290.508;1215.477;0.0;0.0;0;0;0;0
4199.0;100.1;15.6;294.5;1.0;1.0;1.0;1.0;24669.871;100.1;156.754;290.508;1212.07;48.412;51.863;0.0;0.0;0.175;588.639;41.121;115.633;0.0;-0.0;290.508;1212.07;0.0;0.0;0;0;0;0
4200.0;81.4;15.6;257.8;1.0;1.0;1.0;1.0;17255.686;81.4;158.751;290.508;1199.805;48.412;28.157;0.0;0.0;-4.831;583.808;41.121;117.629;0.0;-0.0;290.508;1199.805;0.0;0.0;0;0;0;0
4201.0;65.1;15.6;200.4;1.0;1.0;1.0;1.0;6614.112;65.1;160.125;290.508;1184.697;48.412;11.832;0.0;0.0;-4.856;578.952;41.121;119.004;0.0;-0.0;290.508;1184.697;0.0;0.0;0;0;0;0
4202.0;59.1;15.6;195.0;1.0;1.0;1.0;1.0;5264.431;59.1;160.71;290.508;1175.999;48.412;4.885;-0.0;-0.0;-5.803;573.148;41.121;119.589;0.0;-0.0;290.508;1175.999;0.0;0.0;0;0;0;0
4203.0;62.4;15.6;195.0;1.0;1.0;1.0;1.0;5549.238;62.4;160.432;290.508;1180.326;48.412;8.185;0.0;0.0;-5.803;567.345;41.121;119.311;0.0;-0.0;290.508;1180.326;0.0;0.0;0;0;0;0
4204.0;64.5;15.6;195.0;1.0;1.0;1.0;1.0;5734.353;64.5;160.255;290.508;1182.894;48.412;10.285;0.0;0.0;-5.803;561.542;41.121;119.134;0.0;-0.0;290.508;1182.894;0.0;0.0;0;0;0;0
4205.0;75.0;15.6;193.0;1.0;1.0;1.0;1.0;6452.86;75.0;158.301;290.508;1180.435;48.412;20.434;0.0;0.0;-6.154;555.388;41.121;117.18;0.0;-0.0;290.508;1180.435;0.0;0.0;0;0;0;0
4206.0;99.6;15.6;195.0;1.0;1.0;1.0;1.0;9517.772;99.6;152.357;290.508;1146.329;48.412;45.385;0.0;-0.0;-5.803;549.585;41.121;111.236;0.0;0.0;290.508;1146.329;0.0;0.0;0;0;0;0
4207.0;108.7;15.6;255.9;1.0;1.0;1.0;1.0;19381.674;108.7;155.634;290.508;1215.381;48.412;65.165;0.0;0.0;4.877;554.462;41.121;114.513;0.0;-0.0;290.508;1215.381;0.0;0.0;0;0;0;0
4208.0;106.9;15.6;230.1;1.0;1.0;1.0;1.0;15382.255;106.9;154.695;290.508;1192.969;48.412;58.84;-0.0;0.0;0.352;554.814;41.121;113.573;0.0;-0.0;290.508;1192.969;0.0;0.0;0;0;0;0
4209.0;99.7;15.6;243.3;1.0;1.0;1.0;1.0;16541.143;99.7;156.484;290.508;1211.356;48.412;53.955;0.0;0.0;2.667;557.481;41.121;115.363;0.0;0.0;290.508;1211.356;0.0;0.0;0;0;0;0
4210.0;94.6;15.6;243.3;1.0;1.0;1.0;1.0;16012.731;94.6;157.008;290.508;1211.009;48.412;48.855;0.0;0.0;2.667;560.148;41.121;115.886;0.0;-0.0;290.508;1211.009;0.0;0.0;0;0;0;0
4211.0;93.1;15.6;243.3;1.0;1.0;1.0;1.0;15860.454;93.1;157.134;290.508;1210.433;48.412;47.355;0.0;0.0;2.667;562.815;41.121;116.013;0.0;0.0;290.508;1210.433;0.0;0.0;0;0;0;0
4212.0;91.5;15.6;243.3;1.0;1.0;1.0;1.0;15698.779;91.5;157.269;290.508;1209.782;48.412;45.755;0.0;0.0;2.667;565.482;41.121;116.147;0.0;-0.0;290.508;1209.782;0.0;0.0;0;0;0;0
4213.0;90.3;15.6;243.3;1.0;1.0;1.0;1.0;15578.046;90.3;157.37;290.508;1209.268;48.412;44.555;0.0;0.0;2.667;568.149;41.121;116.248;0.0;-0.0;290.508;1209.268;0.0;0.0;0;0;0;0
4214.0;85.2;15.6;243.3;1.0;1.0;1.0;1.0;15070.188;85.2;157.799;290.508;1206.832;48.412;39.455;0.0;0.0;2.667;570.816;41.121;116.678;0.0;0.0;290.508;1206.832;0.0;0.0;0;0;0;0
4215.0;80.6;15.6;243.3;1.0;1.0;1.0;1.0;14619.933;80.6;158.187;290.508;1204.259;48.412;34.855;0.0;0.0;2.667;573.483;41.121;117.065;0.0;-0.0;290.508;1204.259;0.0;0.0;0;0;0;0
4216.0;86.1;15.6;239.4;1.0;1.0;1.0;1.0;14565.09;86.1;157.781;290.508;1206.944;48.412;39.671;0.0;0.0;1.983;575.466;41.121;116.66;0.0;-0.0;290.508;1206.944;0.0;0.0;0;0;0;0
4217.0;91.3;15.6;222.7;1.0;1.0;1.0;1.0;12600.587;91.3;156.624;290.508;1194.823;48.412;41.942;0.0;0.0;-0.946;574.521;41.121;115.503;0.0;-0.0;290.508;1194.823;0.0;0.0;0;0;0;0
4218.0;95.2;15.6;221.8;1.0;1.0;1.0;1.0;12889.875;95.2;155.899;290.508;1190.786;48.412;45.685;0.0;0.0;-1.103;573.417;41.121;114.778;0.0;-0.0;290.508;1190.786;0.0;0.0;0;0;0;0
4219.0;105.2;15.6;221.8;1.0;1.0;1.0;1.0;13988.604;105.2;154.307;290.508;1183.486;48.412;55.685;-0.0;-0.0;-1.103;572.314;41.121;113.186;0.0;-0.0;290.508;1183.486;0.0;0.0;0;0;0;0
4220.0;108.6;15.6;230.1;1.0;1.0;1.0;1.0;15569.317;108.6;154.458;290.508;1191.981;48.412;60.54;-0.0;-0.0;0.352;572.666;41.121;113.337;0.0;-0.0;290.508;1191.981;0.0;0.0;0;0;0;0
4221.0;111.8;15.6;230.1;1.0;1.0;1.0;1.0;15922.831;111.8;154.021;290.508;1190.153;48.412;63.74;-0.0;-0.0;0.352;573.018;41.121;112.9;0.0;-0.0;290.508;1190.153;0.0;0.0;0;0;0;0
4222.0;115.5;15.6;222.7;1.0;1.0;1.0;1.0;15269.156;115.5;152.895;290.508;1177.849;48.412;66.142;-0.0;0.0;-0.946;572.073;41.121;111.773;0.0;-0.0;290.508;1177.849;0.0;0.0;0;0;0;0
4223.0;97.5;15.6;267.2;1.0;1.0;1.0;1.0;19934.685;97.5;156.411;290.508;1213.317;48.412;55.946;0.0;0.0;6.858;578.931;41.121;115.289;0.0;-0.0;290.508;1213.317;0.0;0.0;0;0;0;0
4224.0;74.6;15.6;255.9;1.0;1.0;1.0;1.0;15964.913;74.6;158.506;290.508;1201.848;48.412;31.065;0.0;0.0;4.877;583.808;41.121;117.384;0.0;-0.0;290.508;1201.848;0.0;0.0;0;0;0;0
4225.0;64.7;15.6;193.3;1.0;1.0;1.0;1.0;5402.967;64.7;160.078;290.508;1185.33;48.412;12.39;0.0;0.0;-3.898;579.91;41.121;118.957;0.0;-0.0;290.508;1185.33;0.0;0.0;0;0;0;0
4226.0;61.5;15.6;191.3;1.0;1.0;1.0;1.0;4812.092;61.5;160.379;290.508;1181.113;48.412;8.816;0.0;0.0;-4.272;575.638;41.121;119.258;0.0;-0.0;290.508;1181.113;0.0;0.0;0;0;0;0
4227.0;67.5;15.6;191.2;1.0;1.0;1.0;1.0;5337.398;67.5;159.875;290.508;1187.958;48.412;14.798;0.0;0.0;-4.29;571.348;41.121;118.754;0.0;-0.0;290.508;1187.958;0.0;0.0;0;0;0;0
4228.0;67.5;15.6;191.2;1.0;1.0;1.0;1.0;5337.398;67.5;159.875;290.508;1187.958;48.412;14.798;0.0;0.0;-4.29;567.058;41.121;118.754;0.0;-0.0;290.508;1187.958;0.0;0.0;0;0;0;0
4229.0;79.6;15.6;188.2;1.0;1.0;1.0;1.0;6220.661;79.6;155.779;290.508;1160.999;48.412;26.338;0.0;-0.0;-4.85;562.208;41.121;114.658;0.0;0.0;290.508;1160.999;0.0;0.0;0;0;0;0
4230.0;101.3;15.6;188.2;1.0;1.0;1.0;1.0;8742.756;101.3;150.373;290.508;1126.453;48.412;48.038;-0.0;-0.0;-4.85;557.357;41.121;109.252;0.0;-0.0;290.508;1126.453;0.0;0.0;0;0;0;0
4231.0;113.9;15.6;191.2;1.0;1.0;1.0;1.0;10645.422;113.9;148.453;290.508;1117.771;48.412;61.198;0.0;0.0;-4.29;553.067;41.121;107.332;0.0;0.0;290.508;1117.771;0.0;0.0;0;0;0;0
4232.0;112.4;15.6;193.4;1.0;1.0;1.0;1.0;10765.642;112.4;149.166;290.508;1124.941;48.412;60.109;0.0;0.0;-3.879;549.188;41.121;108.044;0.0;0.0;290.508;1124.941;0.0;0.0;0;0;0;0
4233.0;103.5;15.6;227.5;1.0;1.0;1.0;1.0;14577.918;103.5;154.62;290.508;1190.237;48.412;57.577;-0.0;0.0;2.489;551.677;41.121;113.499;0.0;0.0;290.508;1190.237;0.0;0.0;0;0;0;0
4234.0;97.6;15.6;257.8;1.0;1.0;1.0;1.0;18439.434;97.6;156.294;290.508;1213.692;48.412;57.336;0.0;0.0;8.148;559.825;41.121;115.172;0.0;-0.0;290.508;1213.692;0.0;0.0;0;0;0;0
4235.0;94.0;15.6;257.8;1.0;1.0;1.0;1.0;18070.863;94.0;156.597;290.508;1212.669;48.412;53.736;0.0;-0.0;8.148;567.974;41.121;115.475;0.0;-0.0;290.508;1212.669;0.0;0.0;0;0;0;0
4236.0;94.2;15.6;257.8;1.0;1.0;1.0;1.0;18091.249;94.2;156.58;290.508;1212.73;48.412;53.936;0.0;0.0;8.148;576.122;41.121;115.459;0.0;-0.0;290.508;1212.73;0.0;0.0;0;0;0;0
4237.0;98.3;15.6;257.8;1.0;1.0;1.0;1.0;18511.491;98.3;156.235;290.508;1213.873;48.412;58.036;0.0;0.0;8.148;584.271;41.121;115.113;0.0;-0.0;290.508;1213.873;0.0;0.0;0;0;0;0
4238.0;96.2;15.6;257.8;1.0;1.0;1.0;1.0;18295.697;96.2;156.411;290.508;1213.314;48.412;55.936;-0.0;0.0;8.148;592.419;41.121;115.29;0.0;-0.0;290.508;1213.314;0.0;0.0;0;0;0;0
4239.0;97.7;15.6;211.6;1.0;1.0;1.0;1.0;11632.779;97.7;154.232;290.508;1173.435;48.412;48.808;-0.0;0.0;-0.48;591.939;41.121;113.111;0.0;0.0;290.508;1173.435;0.0;0.0;0;0;0;0
4240.0;92.7;15.6;199.3;1.0;1.0;1.0;1.0;9302.631;92.7;153.896;290.508;1159.787;48.412;41.511;-0.0;-0.0;-2.777;589.162;41.121;112.775;0.0;-0.0;290.508;1159.787;0.0;0.0;0;0;0;0
4241.0;93.4;15.6;193.5;1.0;1.0;1.0;1.0;8557.91;93.4;152.993;290.508;1148.65;48.412;41.127;0.0;-0.0;-3.861;585.301;41.121;111.871;0.0;0.0;290.508;1148.65;0.0;0.0;0;0;0;0
4242.0;97.5;15.6;193.5;1.0;1.0;1.0;1.0;9032.42;97.5;152.107;290.508;1143.219;48.412;45.227;0.0;-0.0;-3.861;581.441;41.121;110.985;0.0;0.0;290.508;1143.219;0.0;0.0;0;0;0;0
4243.0;103.7;15.6;193.5;1.0;1.0;1.0;1.0;9755.463;103.7;150.84;290.508;1135.422;48.412;51.427;-0.0;0.0;-3.861;577.58;41.121;109.718;0.0;0.0;290.508;1135.422;0.0;0.0;0;0;0;0
4244.0;109.7;15.6;201.7;1.0;1.0;1.0;1.0;11594.5;109.7;151.011;290.508;1145.635;48.412;58.959;0.0;0.0;-2.329;575.251;41.121;109.89;0.0;0.0;290.508;1145.635;0.0;0.0;0;0;0;0
4245.0;122.7;15.6;211.6;1.0;1.0;1.0;1.0;14480.393;122.7;150.334;290.508;1153.122;48.412;73.808;-0.0;0.0;-0.48;574.771;41.121;109.212;0.0;0.0;290.508;1153.122;0.0;0.0;0;0;0;0
4246.0;129.0;15.6;249.1;1.0;1.0;1.0;1.0;20523.694;129.0;153.025;290.508;1205.215;48.412;87.112;-0.0;-0.0;6.524;581.294;41.121;111.903;0.0;-0.0;290.508;1205.215;0.0;0.0;0;0;0;0
4247.0;103.3;15.6;248.5;1.0;1.0;1.0;1.0;17627.484;103.3;155.91;290.508;1213.89;48.412;61.3;0.0;0.0;6.412;587.706;41.121;114.789;0.0;0.0;290.508;1213.89;0.0;0.0;0;0;0;0
4248.0;86.1;15.6;193.3;1.0;1.0;1.0;1.0;7693.139;86.1;154.664;290.508;1158.658;48.412;33.79;-0.0;-0.0;-3.898;583.808;41.121;113.542;0.0;-0.0;290.508;1158.658;0.0;0.0;0;0;0;0
4249.0;73.3;15.6;191.3;1.0;1.0;1.0;1.0;5905.203;73.3;156.993;290.508;1171.169;48.412;23.928;-0.0;-0.0;-0.96;582.848;41.121;115.872;0.0;-0.0;290.508;1171.169;0.0;0.0;0;0;0;0
4250.0;67.4;15.6;186.2;1.0;1.0;1.0;1.0;4504.419;67.4;158.525;290.508;1176.862;48.412;16.987;-0.0;0.0;-2.001;580.847;41.121;117.404;0.0;0.0;290.508;1176.862;0.0;0.0;0;0;0;0
4251.0;64.1;15.6;181.3;1.0;1.0;1.0;1.0;3416.542;64.1;159.547;290.508;1180.104;48.412;12.687;-0.0;0.0;-3.001;577.846;41.121;118.426;0.0;-0.0;290.508;1180.104;0.0;0.0;0;0;0;0
4252.0;68.6;15.6;180.2;1.0;1.0;1.0;1.0;3758.956;68.6;157.522;290.508;1165.782;48.412;16.963;0.0;0.0;-3.225;574.621;41.121;116.401;0.0;-0.0;290.508;1165.782;0.0;0.0;0;0;0;0
4253.0;84.9;15.6;178.9;1.0;1.0;1.0;1.0;5483.805;84.9;151.769;290.508;1125.401;48.412;32.997;-0.0;-0.0;-3.491;571.13;41.121;110.647;0.0;-0.0;290.508;1125.401;0.0;0.0;0;0;0;0
4254.0;105.6;15.6;178.9;1.0;1.0;1.0;1.0;7989.131;105.6;146.411;290.508;1088.249;48.412;53.697;-0.0;0.0;-3.491;567.64;41.121;105.29;0.0;0.0;290.508;1088.249;0.0;0.0;0;0;0;0
4255.0;116.0;15.6;180.2;1.0;1.0;1.0;1.0;9353.209;116.0;146.121;290.508;1094.308;48.412;64.363;-0.0;0.0;-3.225;564.415;41.121;105.0;0.0;0.0;290.508;1094.308;0.0;0.0;0;0;0;0
4256.0;113.2;15.6;186.2;1.0;1.0;1.0;1.0;9862.18;113.2;146.83;290.508;1100.831;48.412;62.787;-0.0;0.0;-2.001;562.414;41.121;105.709;0.0;0.0;290.508;1100.831;0.0;0.0;0;0;0;0
4257.0;104.8;15.6;191.2;1.0;1.0;1.0;1.0;9528.147;104.8;149.557;290.508;1124.752;48.412;55.408;0.0;0.0;-0.98;561.433;41.121;108.435;0.0;0.0;290.508;1124.752;0.0;0.0;0;0;0;0
4258.0;100.0;15.6;193.3;1.0;1.0;1.0;1.0;9251.332;100.0;150.876;290.508;1135.422;48.412;51.036;-0.0;0.0;-0.552;560.882;41.121;109.755;0.0;0.0;290.508;1135.422;0.0;0.0;0;0;0;0
4259.0;97.6;15.6;193.5;1.0;1.0;1.0;1.0;8998.511;97.6;151.392;290.508;1138.824;48.412;48.677;-0.0;0.0;-0.511;560.37;41.121;110.27;0.0;-0.0;290.508;1138.824;0.0;0.0;0;0;0;0
4260.0;96.6;15.6;193.5;1.0;1.0;1.0;1.0;8881.91;96.6;151.596;290.508;1140.082;48.412;47.677;0.0;0.0;-0.511;559.859;41.121;110.475;0.0;0.0;290.508;1140.082;0.0;0.0;0;0;0;0
4261.0;99.1;15.6;193.5;1.0;1.0;1.0;1.0;9173.708;99.1;151.089;290.508;1136.959;48.412;50.177;0.0;0.0;-0.511;559.348;41.121;109.968;0.0;0.0;290.508;1136.959;0.0;0.0;0;0;0;0
4262.0;96.6;15.6;193.5;1.0;1.0;1.0;1.0;8881.91;96.6;151.596;290.508;1140.082;48.412;47.677;0.0;0.0;-0.511;558.837;41.121;110.475;0.0;0.0;290.508;1140.082;0.0;0.0;0;0;0;0
4263.0;97.1;15.6;193.3;1.0;1.0;1.0;1.0;8912.37;97.1;151.462;290.508;1139.039;48.412;48.136;-0.0;0.0;-0.552;558.285;41.121;110.341;0.0;-0.0;290.508;1139.039;0.0;0.0;0;0;0;0
4264.0;95.3;15.6;193.3;1.0;1.0;1.0;1.0;8702.649;95.3;151.835;290.508;1141.334;48.412;46.336;0.0;0.0;-0.552;557.734;41.121;110.713;0.0;0.0;290.508;1141.334;0.0;0.0;0;0;0;0
4265.0;100.7;15.6;193.3;1.0;1.0;1.0;1.0;9333.342;100.7;150.737;290.508;1134.562;48.412;51.736;-0.0;0.0;-0.552;557.182;41.121;109.616;0.0;0.0;290.508;1134.562;0.0;0.0;0;0;0;0
4266.0;108.1;15.6;193.3;1.0;1.0;1.0;1.0;10204.269;108.1;149.323;290.508;1125.796;48.412;59.136;-0.0;0.0;-0.552;556.63;41.121;108.201;0.0;0.0;290.508;1125.796;0.0;0.0;0;0;0;0
4267.0;113.2;15.6;193.5;1.0;1.0;1.0;1.0;10835.32;113.2;148.437;290.508;1120.532;48.412;64.277;0.0;-0.0;-0.511;556.119;41.121;107.316;0.0;-0.0;290.508;1120.532;0.0;0.0;0;0;0;0
4268.0;123.4;15.6;201.6;1.0;1.0;1.0;1.0;13137.95;123.4;148.238;290.508;1129.454;48.412;76.13;0.0;-0.0;1.142;557.261;41.121;107.117;0.0;0.0;290.508;1129.454;0.0;0.0;0;0;0;0
4269.0;132.6;15.6;240.2;1.0;1.0;1.0;1.0;19577.906;132.6;151.548;290.508;1190.657;48.412;93.207;0.0;-0.0;9.019;566.28;41.121;110.427;0.0;-0.0;290.508;1190.657;0.0;0.0;0;0;0;0
4270.0;138.8;15.6;240.2;1.0;1.0;1.0;1.0;20280.222;138.8;150.905;290.508;1188.214;48.412;99.407;0.0;0.0;9.019;575.3;41.121;109.783;0.0;0.0;290.508;1188.214;0.0;0.0;0;0;0;0
4271.0;118.8;15.6;240.2;1.0;1.0;1.0;1.0;18029.408;118.8;153.061;290.508;1196.329;48.412;79.407;-0.0;-0.0;9.019;584.319;41.121;111.94;0.0;-0.0;290.508;1196.329;0.0;0.0;0;0;0;0
4272.0;97.0;15.6;193.5;1.0;1.0;1.0;1.0;8928.528;97.0;151.514;290.508;1139.578;48.412;48.077;0.0;0.0;-0.511;583.808;41.121;110.393;0.0;0.0;290.508;1139.578;0.0;0.0;0;0;0;0
4273.0;83.7;15.6;199.3;1.0;1.0;1.0;1.0;8517.079;83.7;158.7;290.508;1187.331;48.412;21.665;-0.0;-0.0;-13.623;570.185;41.121;117.578;0.0;-0.0;290.508;1187.331;0.0;0.0;0;0;0;0
4274.0;74.4;15.6;195.0;1.0;1.0;1.0;1.0;6959.864;74.4;160.128;290.508;1184.657;48.412;11.796;-0.0;-0.0;-14.192;555.993;41.121;119.007;0.0;-0.0;290.508;1184.657;0.0;0.0;0;0;0;0
