j;Ptz;t;K;DA;DB;DC;DD;Y;Pt;Pe;Zg;Zw;PtA;PtB;PtC;PtD;PtS;E;PeA;PeB;PeC;PeD;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
1.0;490.0;-1.7;151.9;1.0;1.0;1.0;1.0;30346.721;490.0;335.664;305.94;3584.158;50.85;169.968;169.182;220.0;120;120;45.453;97.815;82.395;110.0;305.94;1230.72;1030.618;1322.82;0;0;0;0
2.0;478.7;-2.6;162.9;1.0;1.0;1.0;1.0;33725.335;478.7;311.694;0.0;3811.571;-0.0;169.968;208.732;220.0;120;240;-0.0;97.815;103.879;110.0;0.0;1230.72;1258.03;1322.82;0;0;0;0
3.0;476.9;-2.8;177.1;1.0;1.0;1.0;1.0;38079.616;476.9;320.288;0.0;3876.938;-0.0;156.9;220.0;220.0;120;360;0.0;100.288;110.0;110.0;0.0;1231.298;1322.82;1322.82;0;0;0;0
4.0;480.0;-3.2;157.4;1.0;1.0;1.0;1.0;32135.688;480.0;312.4;0.0;3819.046;0.0;169.968;210.032;220.0;120;480;-0.0;97.815;104.585;110.0;0.0;1230.72;1265.505;1322.82;0;0;0;0
5.0;311.3;-3.7;123.4;1.0;1.0;1.0;1.0;17652.621;311.3;167.158;0.0;2088.637;-0.0;152.3;-0.0;139.0;-20;460;-0.0;101.158;0.0;66.0;0.0;1231.567;0.0;857.07;0;0;0;0
6.0;297.0;-4.1;140.6;1.0;1.0;1.0;1.0;19027.372;297.0;169.863;0.0;2089.684;0.0;138.0;0.0;139.0;-20;440;0.0;103.863;-0.0;66.0;0.0;1232.614;0.0;857.07;0;0;0;0
7.0;313.4;-4.5;125.5;1.0;1.0;1.0;1.0;18229.436;313.4;166.761;0.0;2088.51;0.0;154.4;0.0;139.0;-20;420;-0.0;100.761;0.0;66.0;0.0;1231.44;0.0;857.07;0;0;0;0
8.0;345.4;-4.7;136.7;1.0;1.0;1.0;1.0;11124.393;345.4;172.741;0.0;2182.276;0.0;169.968;0.0;155.432;-20;400;-0.0;97.815;-0.0;74.926;0.0;1230.72;0.0;951.555;0;0;12000;0
9.0;399.1;-3.8;117.1;1.0;1.0;1.0;1.0;6712.995;399.1;201.912;0.0;2491.051;-0.0;169.968;0.0;209.132;-20;380;0.0;97.815;-0.0;104.097;0.0;1230.72;0.0;1260.33;5000;0;12000;0
10.0;424.8;-2.5;154.8;1.0;1.0;1.0;1.0;20805.237;424.8;233.703;305.941;2346.438;50.85;169.968;0.0;183.982;-20;360;45.453;97.815;0.0;90.435;305.941;1230.72;0.0;1115.718;0;0;12000;0
11.0;423.3;-0.6;168.7;1.0;1.0;1.0;1.0;31658.612;423.3;309.414;0.0;3633.102;-0.0;131.993;191.307;220.0;120;480;-0.0;105.0;94.414;110.0;0.0;1152.444;1157.838;1322.82;0;0;0;0
12.0;406.8;1.1;160.7;1.0;1.0;1.0;1.0;28268.584;406.8;206.094;0.0;2535.326;-0.0;169.968;-0.0;216.832;-20;460;0.0;97.815;0.0;108.279;0.0;1230.72;0.0;1304.605;5000;0;0;0
13.0;405.5;2.6;164.2;1.0;1.0;1.0;1.0;34733.14;405.5;251.033;305.941;2375.544;50.85;131.993;0.0;202.657;-20;440;45.453;105.0;0.0;100.579;305.941;1152.444;0.0;1223.1;0;0;0;0
14.0;410.0;3.5;162.5;1.0;1.0;1.0;1.0;34750.407;410.0;253.477;305.941;2401.419;50.85;131.993;-0.0;207.157;-20;420;45.453;105.0;0.0;103.024;305.941;1152.444;0.0;1248.975;0;0;0;0
15.0;381.8;4.0;204.2;1.0;1.0;1.0;1.0;41706.358;381.8;267.795;305.94;2539.488;50.85;90.95;-0.0;220.0;-20;400;45.453;112.342;0.0;110.0;305.94;1216.668;0.0;1322.82;0;0;0;0
16.0;347.6;3.2;180.6;1.0;1.0;1.0;1.0;33055.859;347.6;201.75;0.0;2335.007;0.0;131.993;0.0;195.607;-20;380;-0.0;105.0;0.0;96.75;0.0;1152.444;0.0;1182.563;0;0;0;0
17.0;340.3;2.2;178.4;1.0;1.0;1.0;1.0;26828.657;340.3;197.784;0.0;2293.032;-0.0;131.993;0.0;188.307;-20;360;-0.0;105.0;-0.0;92.784;0.0;1152.444;0.0;1140.588;5000;0;0;0
18.0;274.0;1.9;213.1;1.0;1.0;1.0;1.0;29885.563;274.0;262.126;305.94;2490.551;50.85;123.15;0.0;220.0;120;480;45.453;106.673;0.0;110.0;305.94;1167.731;0.0;1322.82;0;0;0;0
19.0;291.4;2.1;196.6;1.0;1.0;1.0;1.0;30391.94;291.4;275.407;305.94;2492.547;50.85;0.55;0.0;220.0;-20;460;45.453;119.954;0.0;110.0;305.94;1169.727;0.0;1322.82;0;0;0;0
20.0;335.4;2.3;193.4;1.0;1.0;1.0;1.0;33721.657;335.4;221.923;0.0;2538.477;0.0;95.4;0.0;220.0;-20;440;0.0;111.923;-0.0;110.0;0.0;1215.657;0.0;1322.82;0;0;0;0
21.0;364.9;2.4;211.4;1.0;1.0;1.0;1.0;26431.146;364.9;216.342;0.0;2487.526;0.0;124.9;0.0;220.0;-20;420;0.0;106.342;-0.0;110.0;0.0;1164.706;0.0;1322.82;5000;0;10000;0
22.0;373.6;2.7;175.6;1.0;1.0;1.0;1.0;24220.285;373.6;233.704;305.94;2192.119;50.85;131.993;-0.0;170.757;-20;400;45.453;105.0;0.0;83.251;305.94;1152.444;0.0;1039.675;0;0;10000;0
23.0;375.2;3.0;195.5;1.0;1.0;1.0;1.0;28622.754;375.2;268.351;305.94;2539.7;50.85;84.35;-0.0;220.0;-20;380;45.453;112.898;0.0;110.0;305.94;1216.88;0.0;1322.82;0;0;10000;0
24.0;399.3;3.0;162.0;1.0;1.0;1.0;1.0;22798.506;399.3;202.02;0.0;2492.201;0.0;169.968;0.0;209.332;-20;360;-0.0;97.815;-0.0;104.205;0.0;1230.72;0.0;1261.48;0;0;10000;0
25.0;467.2;3.1;185.2;1.0;1.0;1.0;1.0;31545.43;467.2;210.231;0.0;2554.101;-0.0;157.2;0.0;220.0;-90;270;-0.0;100.231;0.0;110.0;0.0;1231.281;0.0;1322.82;5000;0;10000;0
26.0;449.3;3.1;207.8;1.0;1.0;1.0;1.0;38957.576;449.3;257.34;305.94;2554.639;50.85;148.45;0.0;220.0;-30;240;45.453;101.886;0.0;110.0;305.94;1231.819;0.0;1322.82;0;0;10000;0
27.0;462.4;2.9;216.8;1.0;1.0;1.0;1.0;51881.709;462.4;377.745;305.94;3862.272;50.85;91.55;220.0;220.0;120;360;45.453;112.291;110.0;110.0;305.94;1216.632;1322.82;1322.82;0;0;0;0
28.0;477.1;2.8;170.2;1.0;1.0;1.0;1.0;36982.703;477.1;356.47;305.94;3650.064;50.85;131.993;194.257;220.0;120;480;45.453;105.0;96.016;110.0;305.94;1152.444;1174.8;1322.82;0;0;0;0
29.0;447.4;2.9;174.2;1.0;1.0;1.0;1.0;39807.434;447.4;255.807;305.94;2554.137;50.85;156.55;0.0;220.0;-20;460;45.453;100.354;0.0;110.0;305.94;1231.317;0.0;1322.82;0;0;0;0
30.0;432.0;2.7;177.3;1.0;1.0;1.0;1.0;27093.401;432.0;258.721;305.941;2555.177;50.85;141.15;0.0;220.0;-20;440;45.453;103.267;0.0;110.0;305.941;1232.357;0.0;1322.82;0;0;12000;0
31.0;422.0;2.1;179.3;1.0;1.0;1.0;1.0;28302.391;422.0;259.996;305.94;2470.419;50.85;131.993;0.0;219.157;-20;420;45.453;105.0;0.0;109.542;305.94;1152.444;0.0;1317.975;0;0;12000;0
32.0;426.2;2.0;173.8;1.0;1.0;1.0;1.0;25614.533;426.2;259.818;305.941;2555.661;50.85;135.35;-0.0;220.0;-20;400;45.453;104.365;0.0;110.0;305.941;1232.841;0.0;1322.82;0;0;12000;0
33.0;489.5;2.4;187.3;1.0;1.0;1.0;1.0;47337.542;489.5;269.325;0.0;3208.752;-0.0;131.993;139.0;198.507;-20;380;0.0;105.0;66.0;98.325;0.0;1152.444;857.07;1199.238;0;0;0;0
34.0;407.1;2.9;293.4;1.0;1.0;1.0;1.0;65187.833;407.1;332.666;0.0;3862.472;-0.0;87.1;220.0;220.0;120;500;0.0;112.666;110.0;110.0;0.0;1216.832;1322.82;1322.82;5000;0;0;0
35.0;476.0;4.0;294.9;1.0;1.0;1.0;1.0;82869.325;476.0;375.532;305.94;3844.468;50.85;105.15;220.0;220.0;120;620;45.453;110.079;110.0;110.0;305.94;1198.828;1322.82;1322.82;0;0;0;0
36.0;469.1;6.1;275.1;1.0;1.0;1.0;1.0;74566.814;469.1;376.322;304.339;3855.942;50.597;98.503;220.0;220.0;120;740;44.986;111.336;110.0;110.0;304.339;1210.302;1322.82;1322.82;0;0;0;0
37.0;469.4;10.4;266.4;1.0;1.0;1.0;1.0;73718.316;469.4;372.222;298.079;3698.324;49.608;-0.0;199.792;220.0;0;740;43.199;120.0;99.023;110.0;298.079;1168.88;1206.624;1322.82;0;0;0;0
38.0;440.2;12.6;264.5;1.0;1.0;1.0;1.0;68391.243;440.2;355.745;294.876;3533.333;49.102;0.0;171.098;220.0;0;740;42.309;120.0;83.436;110.0;294.876;1168.88;1041.633;1322.82;0;0;0;0
39.0;396.5;11.3;289.9;1.0;1.0;1.0;1.0;70170.982;396.5;332.368;296.768;3280.339;49.401;-0.0;139.0;208.099;0;740;42.833;120.0;66.0;103.535;296.768;1168.88;857.07;1254.389;0;0;0;0
40.0;379.6;9.0;256.0;1.0;1.0;1.0;1.0;56501.215;379.6;323.842;300.117;3180.122;49.93;0.0;139.0;190.67;0;740;43.774;120.0;66.0;94.068;300.117;1168.88;857.07;1154.172;0;0;0;0
41.0;342.3;7.0;280.8;1.0;1.0;1.0;1.0;57397.734;342.3;268.552;303.029;2539.123;50.39;71.91;0.0;220.0;0;740;44.607;113.945;0.0;110.0;303.029;1216.303;0.0;1322.82;0;0;0;0
42.0;279.4;5.8;283.2;1.0;1.0;1.0;1.0;52193.242;279.4;274.378;304.776;2503.831;50.666;8.734;0.0;220.0;0;740;45.113;119.265;0.0;110.0;304.776;1181.011;0.0;1322.82;0;0;0;0
43.0;272.8;5.8;290.5;1.0;1.0;1.0;1.0;53684.991;272.8;274.933;304.776;2494.92;50.666;2.134;-0.0;220.0;0;740;45.113;119.82;0.0;110.0;304.776;1172.1;0.0;1322.82;0;0;0;0
44.0;306.1;5.5;278.8;1.0;1.0;1.0;1.0;53363.453;306.1;272.263;305.213;2527.383;50.735;35.365;0.0;220.0;0;740;45.24;117.022;0.0;110.0;305.213;1204.563;0.0;1322.82;0;0;0;0
45.0;344.4;5.3;257.4;1.0;1.0;1.0;1.0;51451.965;344.4;269.127;305.504;2539.285;50.781;73.619;0.0;220.0;0;740;45.325;113.801;0.0;110.0;305.504;1216.465;0.0;1322.82;0;0;0;0
46.0;346.8;5.1;237.4;1.0;1.0;1.0;1.0;46810.399;346.8;270.698;305.795;2536.144;50.827;55.973;0.0;220.0;-20;720;45.411;115.287;0.0;110.0;305.795;1213.324;0.0;1322.82;0;0;0;0
47.0;347.5;5.2;177.0;1.0;1.0;1.0;1.0;32318.905;347.5;201.695;0.0;2334.432;0.0;131.993;0.0;195.507;-20;700;-0.0;105.0;0.0;96.695;0.0;1152.444;0.0;1181.988;0;0;0;0
48.0;357.1;4.8;200.2;1.0;1.0;1.0;1.0;33009.171;357.1;217.818;0.0;2501.006;-0.0;117.1;0.0;220.0;-20;680;0.0;107.818;-0.0;110.0;0.0;1178.186;0.0;1322.82;5000;0;0;0
49.0;375.9;4.6;202.9;1.0;1.0;1.0;1.0;40687.73;375.9;268.292;305.94;2539.694;50.85;85.05;-0.0;220.0;-20;660;45.453;112.839;0.0;110.0;305.94;1216.874;0.0;1322.82;0;0;0;0
50.0;396.7;4.4;186.9;1.0;1.0;1.0;1.0;29446.632;396.7;246.252;305.94;2324.944;50.85;131.993;-0.0;193.857;-20;640;45.453;105.0;0.0;95.799;305.94;1152.444;0.0;1172.5;0;0;10000;0
51.0;421.4;4.2;199.1;1.0;1.0;1.0;1.0;35365.12;421.4;260.726;305.941;2477.758;50.85;130.55;0.0;220.0;-20;620;45.453;105.273;0.0;110.0;305.941;1154.938;0.0;1322.82;0;0;10000;0
52.0;403.4;3.9;199.2;1.0;1.0;1.0;1.0;33082.52;403.4;264.132;305.94;2508.867;50.85;112.55;0.0;220.0;-20;600;45.453;108.679;0.0;110.0;305.94;1186.047;0.0;1322.82;0;0;10000;0
53.0;428.7;3.9;187.5;1.0;1.0;1.0;1.0;31414.816;428.7;259.345;305.94;2555.446;50.85;137.85;-0.0;220.0;-20;580;45.453;103.892;0.0;110.0;305.94;1232.626;0.0;1322.82;0;0;10000;0
54.0;434.6;3.9;198.3;1.0;1.0;1.0;1.0;34771.167;434.6;258.229;305.94;2554.976;50.85;143.75;0.0;220.0;-20;560;45.453;102.775;0.0;110.0;305.94;1232.156;0.0;1322.82;0;0;10000;0
55.0;392.0;3.9;167.3;1.0;1.0;1.0;1.0;23164.556;392.0;211.215;0.0;2554.406;-0.0;152.0;0.0;220.0;-20;540;0.0;101.215;-0.0;110.0;0.0;1231.586;0.0;1322.82;0;0;10000;0
56.0;421.6;4.0;155.4;1.0;1.0;1.0;1.0;26957.826;421.6;238.588;0.0;2881.093;0.0;123.6;139.0;139.0;-20;520;-0.0;106.588;66.0;66.0;0.0;1166.953;857.07;857.07;5000;0;0;0
57.0;417.9;4.1;179.1;1.0;1.0;1.0;1.0;39808.868;417.9;257.768;305.94;2446.844;50.85;131.993;0.0;215.057;-20;500;45.453;105.0;0.0;107.315;305.94;1152.444;0.0;1294.4;0;0;0;0
58.0;450.5;4.3;168.4;1.0;1.0;1.0;1.0;38631.402;450.5;255.22;305.941;2553.973;50.85;159.65;0.0;220.0;-20;480;45.453;99.767;0.0;110.0;305.941;1231.153;0.0;1322.82;0;0;0;0
59.0;451.4;4.8;256.4;1.0;1.0;1.0;1.0;49638.314;451.4;256.942;305.941;2554.499;50.85;150.55;0.0;220.0;-30;450;45.453;101.489;0.0;110.0;305.941;1231.679;0.0;1322.82;0;0;12000;0
60.0;448.7;6.5;252.8;1.0;1.0;1.0;1.0;48380.772;448.7;256.752;303.757;2554.656;50.505;148.195;-0.0;220.0;-30;420;44.817;101.935;0.0;110.0;303.757;1231.836;0.0;1322.82;0;0;12000;0
61.0;451.0;8.0;210.2;1.0;1.0;1.0;1.0;37192.497;451.0;253.731;301.573;2553.914;50.16;160.84;-0.0;220.0;-20;400;44.189;99.542;0.0;110.0;301.573;1231.094;0.0;1322.82;0;0;12000;0
62.0;430.6;7.8;241.3;1.0;1.0;1.0;1.0;58787.607;430.6;341.029;301.864;3356.785;50.206;0.0;140.394;220.0;-20;380;44.272;120.0;66.757;110.0;301.864;1168.88;865.085;1322.82;0;0;0;0
63.0;392.9;6.9;217.6;1.0;1.0;1.0;1.0;46543.853;392.9;265.231;303.174;2526.246;50.413;102.487;0.0;220.0;-20;360;44.649;110.582;0.0;110.0;303.174;1203.426;0.0;1322.82;0;0;0;0
64.0;332.6;5.9;220.5;1.0;1.0;1.0;1.0;39407.751;332.6;261.969;304.63;2492.613;50.643;121.957;0.0;220.0;60;420;45.071;106.899;0.0;110.0;304.63;1169.793;0.0;1322.82;0;0;0;0
65.0;307.7;5.0;243.3;1.0;1.0;1.0;1.0;32615.422;307.7;274.034;305.94;2512.888;50.85;16.85;0.0;220.0;-20;400;45.453;118.581;0.0;110.0;305.94;1190.068;0.0;1322.82;0;0;12000;0
66.0;335.8;4.1;254.8;1.0;1.0;1.0;1.0;36828.169;335.8;261.786;305.941;2487.439;50.85;124.95;-0.0;220.0;60;460;45.453;106.332;0.0;110.0;305.941;1164.619;0.0;1322.82;0;0;12000;0
67.0;401.5;2.7;242.4;1.0;1.0;1.0;1.0;42264.885;401.5;264.491;305.94;2512.149;50.85;110.65;-0.0;220.0;-20;440;45.453;109.038;0.0;110.0;305.94;1189.329;0.0;1322.82;0;0;12000;0
68.0;459.1;2.6;222.5;1.0;1.0;1.0;1.0;56248.818;459.1;357.342;305.94;3516.957;50.85;0.0;168.25;220.0;-20;420;45.453;120.0;81.889;110.0;305.94;1168.88;1025.257;1322.82;0;0;0;0
69.0;462.5;2.6;262.3;1.0;1.0;1.0;1.0;69080.015;462.5;377.736;305.94;3862.266;50.85;91.65;220.0;220.0;120;540;45.453;112.283;110.0;110.0;305.94;1216.626;1322.82;1322.82;0;0;0;0
70.0;454.7;3.1;175.1;1.0;1.0;1.0;1.0;40752.346;454.7;254.426;305.94;2553.775;50.85;163.85;0.0;220.0;-20;520;45.453;98.973;0.0;110.0;305.94;1230.955;0.0;1322.82;0;0;0;0
71.0;435.7;2.8;204.8;1.0;1.0;1.0;1.0;46551.737;435.7;258.021;305.94;2554.894;50.85;144.85;0.0;220.0;-20;500;45.453;102.567;0.0;110.0;305.94;1232.074;0.0;1322.82;0;0;0;0
72.0;397.9;3.7;167.5;1.0;1.0;1.0;1.0;34791.001;397.9;246.904;305.941;2331.844;50.85;131.993;0.0;195.057;-20;480;45.453;105.0;0.0;96.451;305.941;1152.444;0.0;1179.4;0;0;0;0
73.0;387.9;6.2;172.9;1.0;1.0;1.0;1.0;35041.804;387.9;241.113;304.193;2275.931;50.574;131.993;-0.0;185.333;-20;460;44.944;105.0;0.0;91.169;304.193;1152.444;0.0;1123.487;0;0;0;0
74.0;386.3;7.7;172.7;1.0;1.0;1.0;1.0;34779.044;386.3;239.801;302.01;2268.715;50.229;131.993;0.0;184.078;-20;440;44.314;105.0;0.0;90.487;302.01;1152.444;0.0;1116.271;0;0;0;0
75.0;383.7;8.4;154.7;1.0;1.0;1.0;1.0;29850.579;383.7;193.546;0.0;2402.501;0.0;169.968;0.0;193.732;-20;420;0.0;97.815;-0.0;95.731;0.0;1230.72;0.0;1171.78;0;0;0;0
76.0;357.4;8.3;183.0;1.0;1.0;1.0;1.0;22616.171;357.4;207.073;0.0;2391.357;-0.0;131.993;0.0;205.407;-20;400;0.0;105.0;-0.0;102.073;0.0;1152.444;0.0;1238.913;0;0;12000;0
77.0;325.9;7.5;187.0;1.0;1.0;1.0;1.0;19917.086;325.9;189.962;0.0;2210.232;0.0;131.993;0.0;173.907;-20;380;-0.0;105.0;0.0;84.962;0.0;1152.444;0.0;1057.788;0;0;12000;0
78.0;324.7;7.5;186.2;1.0;1.0;1.0;1.0;19631.262;324.7;189.31;0.0;2203.332;-0.0;131.993;0.0;172.707;-20;360;0.0;105.0;-0.0;84.31;0.0;1152.444;0.0;1050.888;0;0;12000;0
79.0;323.4;7.4;189.8;1.0;1.0;1.0;1.0;21237.06;323.4;282.255;0.0;3335.429;-0.0;94.981;139.0;209.419;120;480;0.0;112.003;66.0;104.252;0.0;1216.38;857.07;1261.98;5000;0;0;0
80.0;337.6;7.7;237.6;1.0;1.0;1.0;1.0;45761.182;337.6;270.325;302.01;2533.259;50.229;47.371;0.0;220.0;-20;460;44.314;116.011;0.0;110.0;302.01;1210.439;0.0;1322.82;0;0;0;0
81.0;379.0;8.0;231.9;1.0;1.0;1.0;1.0;36645.864;379.0;266.708;301.573;2539.592;50.16;88.84;-0.0;220.0;-20;440;44.189;112.52;0.0;110.0;301.573;1216.772;0.0;1322.82;0;0;12000;0
82.0;396.3;6.8;243.2;1.0;1.0;1.0;1.0;41747.226;396.3;264.634;303.32;2520.415;50.436;105.864;0.0;220.0;-20;420;44.691;109.944;0.0;110.0;303.32;1197.595;0.0;1322.82;0;0;12000;0
83.0;417.3;6.2;244.5;1.0;1.0;1.0;1.0;44742.921;417.3;262.832;304.193;2501.652;50.574;116.726;0.0;220.0;-30;390;44.944;107.888;0.0;110.0;304.193;1178.832;0.0;1322.82;0;0;12000;0
84.0;428.1;5.9;235.5;1.0;1.0;1.0;1.0;56559.719;428.1;340.233;304.63;3339.898;50.643;-0.0;139.0;218.457;-20;370;45.071;120.0;66.0;109.162;304.63;1168.88;857.07;1313.948;0;0;0;0
85.0;422.3;5.6;234.3;1.0;1.0;1.0;1.0;55368.231;422.3;337.172;305.067;3306.151;50.712;0.0;139.0;212.588;-20;350;45.198;120.0;66.0;105.974;305.067;1168.88;857.07;1280.201;0;0;0;0
86.0;413.8;5.1;241.4;1.0;1.0;1.0;1.0;56005.93;413.8;381.792;305.795;3854.197;50.827;42.973;220.0;220.0;120;470;45.411;116.382;110.0;110.0;305.795;1208.557;1322.82;1322.82;0;0;0;0
87.0;358.3;4.7;257.8;1.0;1.0;1.0;1.0;56560.225;358.3;378.636;305.94;3742.357;50.85;0.0;207.45;220.0;120;590;45.453;120.0;103.183;110.0;305.94;1168.88;1250.658;1322.82;0;0;0;0
88.0;328.5;4.6;220.0;1.0;1.0;1.0;1.0;40220.506;328.5;272.283;305.941;2528.687;50.85;37.65;-0.0;220.0;-20;570;45.453;116.83;0.0;110.0;305.941;1205.867;0.0;1322.82;0;0;0;0
89.0;268.6;4.7;235.6;1.0;1.0;1.0;1.0;38010.873;268.6;263.367;305.94;2363.762;50.85;0.0;0.0;197.75;-20;550;45.453;120.0;0.0;97.914;305.94;1168.88;0.0;1194.882;0;0;0;0
90.0;260.7;3.9;240.2;1.0;1.0;1.0;1.0;26109.417;260.7;259.075;305.941;2318.338;50.85;-0.0;0.0;189.85;-20;530;45.453;120.0;0.0;93.622;305.941;1168.88;0.0;1149.458;0;0;12000;0
91.0;277.3;3.9;264.0;1.0;1.0;1.0;1.0;31610.608;277.3;261.502;305.941;2484.846;50.85;126.45;-0.0;220.0;120;650;45.453;106.049;0.0;110.0;305.941;1162.026;0.0;1322.82;0;0;12000;0
92.0;350.0;3.7;253.4;1.0;1.0;1.0;1.0;38996.817;350.0;268.789;305.94;2539.624;50.85;79.15;-0.0;220.0;0;650;45.453;113.336;0.0;110.0;305.94;1216.804;0.0;1322.82;0;0;12000;0
93.0;413.5;3.3;247.9;1.0;1.0;1.0;1.0;59011.728;413.5;343.436;305.941;3369.758;50.85;-0.0;142.65;220.0;0;650;45.453;120.0;67.983;110.0;305.941;1168.88;878.058;1322.82;0;0;0;0
94.0;439.3;2.9;204.1;1.0;1.0;1.0;1.0;46705.42;439.3;257.34;305.94;2554.639;50.85;148.45;-0.0;220.0;-20;630;45.453;101.886;0.0;110.0;305.94;1231.819;0.0;1322.82;0;0;0;0
95.0;443.9;2.3;265.7;1.0;1.0;1.0;1.0;63418.871;443.9;258.361;305.94;2555.029;50.85;143.05;-0.0;220.0;-30;600;45.453;102.908;0.0;110.0;305.94;1232.209;0.0;1322.82;0;0;0;0
96.0;433.0;2.2;165.4;1.0;1.0;1.0;1.0;24114.963;433.0;258.531;305.94;2555.098;50.85;142.15;0.0;220.0;-20;580;45.453;103.078;0.0;110.0;305.94;1232.278;0.0;1322.82;0;0;12000;0
97.0;428.7;2.7;187.1;1.0;1.0;1.0;1.0;29311.078;428.7;259.345;305.941;2555.446;50.85;137.85;-0.0;220.0;-20;560;45.453;103.892;0.0;110.0;305.941;1232.626;0.0;1322.82;0;0;12000;0
98.0;444.4;3.0;194.6;1.0;1.0;1.0;1.0;32742.739;444.4;256.375;305.941;2554.311;50.85;153.55;0.0;220.0;-20;540;45.453;100.921;0.0;110.0;305.941;1231.491;0.0;1322.82;0;0;12000;0
99.0;462.1;3.4;168.9;1.0;1.0;1.0;1.0;39583.102;462.1;254.441;0.0;3051.202;-0.0;131.993;140.209;169.898;-20;520;0.0;105.0;66.657;82.784;0.0;1152.444;864.024;1034.733;0;0;0;0
100.0;448.4;3.0;176.2;1.0;1.0;1.0;1.0;34986.766;448.4;246.999;0.0;2972.427;0.0;131.993;139.0;157.407;-20;500;0.0;105.0;66.0;75.999;0.0;1152.444;857.07;962.912;5000;0;0;0
101.0;427.9;2.7;175.8;1.0;1.0;1.0;1.0;38301.68;427.9;259.496;305.941;2555.514;50.85;137.05;-0.0;220.0;-20;480;45.453;104.043;0.0;110.0;305.941;1232.694;0.0;1322.82;0;0;0;0
102.0;415.7;3.0;207.4;1.0;1.0;1.0;1.0;34806.854;415.7;261.805;305.941;2487.612;50.85;124.85;-0.0;220.0;-20;460;45.453;106.351;0.0;110.0;305.941;1164.792;0.0;1322.82;0;0;12000;0
103.0;418.1;3.1;260.2;1.0;1.0;1.0;1.0;49043.083;418.1;263.243;305.94;2500.747;50.85;117.25;0.0;220.0;-30;430;45.453;107.789;0.0;110.0;305.94;1177.927;0.0;1322.82;0;0;12000;0
104.0;391.2;3.6;231.2;1.0;1.0;1.0;1.0;38044.206;391.2;266.44;305.941;2529.934;50.85;100.35;-0.0;220.0;-20;410;45.453;110.987;0.0;110.0;305.941;1207.114;0.0;1322.82;0;0;12000;0
105.0;361.1;3.8;256.2;1.0;1.0;1.0;1.0;56373.204;361.1;380.157;305.941;3758.458;50.85;-0.0;210.25;220.0;120;530;45.453;120.0;104.704;110.0;305.941;1168.88;1266.758;1322.82;0;0;0;0
106.0;363.4;4.2;309.0;1.0;1.0;1.0;1.0;76855.471;363.4;381.406;305.94;3771.682;50.85;0.0;212.55;220.0;120;650;45.453;120.0;105.953;110.0;305.94;1168.88;1279.982;1322.82;0;0;0;0
107.0;367.5;4.9;342.9;1.0;1.0;1.0;1.0;82591.48;367.5;318.448;305.94;3105.258;50.85;0.0;139.0;177.65;0;650;45.453;120.0;66.0;86.995;305.94;1168.88;857.07;1079.308;0;0;0;0
108.0;362.6;5.3;363.9;1.0;1.0;1.0;1.0;88232.177;362.6;315.696;305.504;3077.479;50.781;0.0;139.0;172.819;0;650;45.325;120.0;66.0;84.371;305.504;1168.88;857.07;1051.529;0;0;0;0
109.0;356.9;5.0;361.1;1.0;1.0;1.0;1.0;86197.777;356.9;312.69;305.941;3044.308;50.85;-0.0;139.0;167.05;0;650;45.453;120.0;66.0;81.237;305.941;1168.88;857.07;1018.358;0;0;0;0
110.0;324.0;4.1;377.2;1.0;1.0;1.0;1.0;81808.441;324.0;270.978;305.941;2535.307;50.85;53.15;0.0;220.0;0;650;45.453;115.525;0.0;110.0;305.941;1212.487;0.0;1322.82;0;0;0;0
111.0;288.6;4.3;353.9;1.0;1.0;1.0;1.0;72395.309;288.6;273.959;305.941;2513.778;50.85;17.75;-0.0;220.0;0;650;45.453;118.505;0.0;110.0;305.941;1190.958;0.0;1322.82;0;0;0;0
112.0;270.8;4.2;362.9;1.0;1.0;1.0;1.0;73544.658;270.8;275.426;305.941;2491.413;50.85;-0.0;0.0;219.95;0;650;45.453;120.0;0.0;109.973;305.941;1168.88;0.0;1322.533;0;0;0;0
113.0;236.7;4.4;386.8;1.0;1.0;1.0;1.0;72607.829;236.7;256.903;305.94;2295.337;50.85;0.0;-0.0;185.85;0;650;45.453;120.0;0.0;91.449;305.94;1168.88;0.0;1126.457;0;0;0;0
114.0;248.1;4.4;424.2;1.0;1.0;1.0;1.0;72961.446;248.1;263.095;305.94;2360.887;50.85;0.0;0.0;197.25;0;650;45.453;120.0;0.0;97.642;305.94;1168.88;0.0;1192.007;0;0;12000;0
115.0;268.9;4.5;369.9;1.0;1.0;1.0;1.0;63071.108;268.9;274.394;305.94;2480.487;50.85;0.0;-0.0;218.05;0;650;45.453;120.0;0.0;108.941;305.94;1168.88;0.0;1311.607;0;0;12000;0
116.0;324.0;4.5;407.4;1.0;1.0;1.0;1.0;77991.978;324.0;270.978;305.941;2535.307;50.85;53.15;0.0;220.0;0;650;45.453;115.525;0.0;110.0;305.941;1212.487;0.0;1322.82;0;0;12000;0
117.0;350.5;3.9;374.9;1.0;1.0;1.0;1.0;89142.987;350.5;309.214;305.94;3007.508;50.85;0.0;139.0;160.65;0;650;45.453;120.0;66.0;77.76;305.94;1168.88;857.07;981.558;0;0;0;0
