j;Ptz;t;K;DA;DB;DC;DD;Y;Pt;Pe;Zg;Zw;PtA;PtB;PtC;PtD;PtS;E;PeA;PeB;PeC;PeD;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
1931.0;458.3;11.1;348.6;1.0;1.0;1.0;1.0;102042.113;458.3;365.995;297.06;3635.425;49.447;-0.0;188.853;220.0;0;680;42.914;120.0;93.081;110.0;297.06;1168.88;1143.725;1322.82;0;0;0;0
1932.0;475.8;12.2;340.6;1.0;1.0;1.0;1.0;102450.363;475.8;375.194;295.458;3737.505;49.194;-0.0;206.606;220.0;0;680;42.47;120.0;102.724;110.0;295.458;1168.88;1245.804;1322.82;0;0;0;0
1933.0;385.3;11.9;340.5;1.0;1.0;1.0;1.0;84755.149;385.3;326.117;295.895;3216.733;49.263;0.0;139.0;197.037;0;680;42.591;120.0;66.0;97.526;295.895;1168.88;857.07;1190.783;0;0;0;0
1934.0;337.0;11.4;330.4;1.0;1.0;1.0;1.0;72326.904;337.0;300.019;296.623;2938.347;49.378;-0.0;139.0;148.622;0;680;42.793;120.0;66.0;71.227;296.623;1168.88;857.07;912.397;0;0;0;0
1935.0;337.1;11.7;325.6;1.0;1.0;1.0;1.0;70883.963;337.1;299.99;296.186;2939.318;49.309;-0.0;139.0;148.791;0;680;42.671;120.0;66.0;71.319;296.186;1168.88;857.07;913.368;0;0;0;0
1936.0;336.5;11.8;319.8;1.0;1.0;1.0;1.0;69026.542;336.5;299.636;296.04;2936.0;49.286;0.0;139.0;148.214;0;680;42.631;120.0;66.0;71.005;296.04;1168.88;857.07;910.05;0;0;0;0
1937.0;347.9;11.7;335.0;1.0;1.0;1.0;1.0;75781.522;347.9;305.857;296.186;3001.418;49.309;0.0;139.0;159.591;0;680;42.671;120.0;66.0;77.185;296.186;1168.88;857.07;975.468;0;0;0;0
1938.0;338.0;10.9;355.7;1.0;1.0;1.0;1.0;80161.418;338.0;300.703;297.351;2943.435;49.493;-0.0;139.0;149.507;0;680;42.996;120.0;66.0;71.708;297.351;1168.88;857.07;917.485;0;0;0;0
1939.0;337.7;9.7;356.6;1.0;1.0;1.0;1.0;80469.302;337.7;300.881;299.098;2940.123;49.769;-0.0;139.0;148.931;0;680;43.486;120.0;66.0;71.395;299.098;1168.88;857.07;914.173;0;0;0;0
1940.0;338.7;9.2;327.3;1.0;1.0;1.0;1.0;71879.043;338.7;301.567;299.826;2945.212;49.884;-0.0;139.0;149.816;0;680;43.692;120.0;66.0;71.875;299.826;1168.88;857.07;919.262;0;0;0;0
1941.0;346.2;8.9;350.4;1.0;1.0;1.0;1.0;80375.332;346.2;305.727;300.262;2987.94;49.953;-0.0;139.0;157.247;0;680;43.815;120.0;66.0;75.912;300.262;1168.88;857.07;961.99;0;0;0;0
1942.0;411.7;8.3;349.3;1.0;1.0;1.0;1.0;93197.613;411.7;341.481;301.136;3363.772;50.091;0.0;141.609;220.0;0;680;44.064;120.0;67.417;110.0;301.136;1168.88;872.072;1322.82;0;0;0;0
1943.0;452.9;7.9;293.0;1.0;1.0;1.0;1.0;80984.59;452.9;363.978;301.718;3600.143;50.183;-0.0;182.717;220.0;0;680;44.23;120.0;89.748;110.0;301.718;1168.88;1108.443;1322.82;0;0;0;0
1944.0;459.7;7.9;205.2;1.0;1.0;1.0;1.0;48729.308;459.7;252.131;301.718;2553.556;50.183;169.517;0.0;220.0;-20;660;44.23;97.9;0.0;110.0;301.718;1230.736;0.0;1322.82;0;0;0;0
1945.0;493.6;7.7;251.3;1.0;1.0;1.0;1.0;53058.394;493.6;253.377;302.01;2553.796;50.229;163.371;0.0;220.0;-60;600;44.314;99.063;0.0;110.0;302.01;1230.976;0.0;1322.82;0;0;12000;0
1946.0;505.2;7.6;178.9;1.0;1.0;1.0;1.0;36825.599;505.2;256.904;302.155;2554.887;50.252;144.948;0.0;220.0;-90;510;44.356;102.549;0.0;110.0;302.155;1232.067;0.0;1322.82;0;0;12000;0
1947.0;497.4;7.7;172.5;1.0;1.0;1.0;1.0;33465.512;497.4;252.658;302.01;2553.64;50.229;167.171;-0.0;220.0;-60;450;44.314;98.344;0.0;110.0;302.01;1230.82;0.0;1322.82;0;0;12000;0
1948.0;496.7;7.5;179.2;1.0;1.0;1.0;1.0;45931.76;496.7;273.236;0.0;3250.152;-0.0;131.993;154.574;190.134;-20;430;-0.0;105.0;74.46;93.776;0.0;1152.444;946.618;1151.09;0;0;0;0
1949.0;482.3;7.1;221.6;1.0;1.0;1.0;1.0;52738.677;482.3;338.122;0.0;3840.78;0.0;22.3;220.0;220.0;-20;410;-0.0;118.122;110.0;110.0;0.0;1195.14;1322.82;1322.82;5000;0;0;0
1950.0;463.8;6.8;269.8;1.0;1.0;1.0;1.0;71923.708;463.8;376.83;303.32;3862.149;50.436;93.364;220.0;220.0;120;530;44.691;112.139;110.0;110.0;303.32;1216.509;1322.82;1322.82;0;0;0;0
1951.0;460.5;6.9;281.2;1.0;1.0;1.0;1.0;75856.727;460.5;377.064;303.174;3862.354;50.413;90.087;220.0;220.0;120;650;44.649;112.415;110.0;110.0;303.174;1216.714;1322.82;1322.82;0;0;0;0
1952.0;455.7;7.5;337.2;1.0;1.0;1.0;1.0;97646.226;455.7;365.616;302.301;3615.714;50.275;0.0;185.425;220.0;0;650;44.397;120.0;91.219;110.0;302.301;1168.88;1124.014;1322.82;0;0;0;0
1953.0;449.2;8.9;362.8;1.0;1.0;1.0;1.0;105536.436;449.2;361.678;300.262;3580.19;49.953;-0.0;179.247;220.0;0;650;43.815;120.0;87.863;110.0;300.262;1168.88;1088.49;1322.82;0;0;0;0
1954.0;415.7;10.5;353.8;1.0;1.0;1.0;1.0;95363.463;415.7;343.023;297.933;3389.681;49.585;-0.0;146.115;220.0;0;650;43.158;120.0;69.865;110.0;297.933;1168.88;897.981;1322.82;0;0;0;0
1955.0;458.6;11.2;353.9;1.0;1.0;1.0;1.0;104034.65;458.6;366.13;296.914;3637.282;49.424;-0.0;189.176;220.0;0;650;42.874;120.0;93.256;110.0;296.914;1168.88;1145.582;1322.82;0;0;0;0
1956.0;358.1;12.0;356.2;1.0;1.0;1.0;1.0;84321.341;358.1;311.314;295.749;3060.465;49.24;0.0;139.0;169.86;0;650;42.55;120.0;66.0;82.763;295.749;1168.88;857.07;1034.515;0;0;0;0
1957.0;312.5;12.2;326.9;1.0;1.0;1.0;1.0;66392.927;312.5;268.823;295.458;2531.53;49.194;43.306;0.0;220.0;0;650;42.47;116.354;0.0;110.0;295.458;1208.71;0.0;1322.82;0;0;0;0
1958.0;287.4;12.8;331.3;1.0;1.0;1.0;1.0;65314.529;287.4;270.685;294.584;2514.354;49.056;18.344;0.0;220.0;0;650;42.229;118.455;0.0;110.0;294.584;1191.534;0.0;1322.82;0;0;0;0
1959.0;278.9;12.9;360.0;1.0;1.0;1.0;1.0;72415.496;278.9;271.358;294.439;2505.214;49.033;9.867;-0.0;220.0;0;650;42.189;119.169;0.0;110.0;294.439;1182.394;0.0;1322.82;0;0;0;0
1960.0;279.3;13.5;356.9;1.0;1.0;1.0;1.0;71539.28;279.3;271.074;293.565;2505.856;48.895;10.405;-0.0;220.0;0;650;41.95;119.124;0.0;110.0;293.565;1183.036;0.0;1322.82;0;0;0;0
1961.0;279.1;13.0;333.0;1.0;1.0;1.0;1.0;53094.354;279.1;271.3;294.293;2505.481;49.01;10.09;0.0;220.0;0;650;42.149;119.15;0.0;110.0;294.293;1182.661;0.0;1322.82;0;0;12000;0
1962.0;282.8;11.4;334.2;1.0;1.0;1.0;1.0;53868.336;282.8;271.663;296.623;2509.297;49.378;13.422;0.0;220.0;0;650;42.793;118.87;0.0;110.0;296.623;1186.477;0.0;1322.82;0;0;12000;0
1963.0;313.8;9.7;370.2;1.0;1.0;1.0;1.0;66432.252;313.8;269.778;299.098;2531.857;49.769;44.031;0.0;220.0;0;650;43.486;116.293;0.0;110.0;299.098;1209.037;0.0;1322.82;0;0;12000;0
1964.0;342.4;8.1;395.0;1.0;1.0;1.0;1.0;93232.185;342.4;303.895;301.427;2965.032;50.137;-0.0;139.0;153.263;0;650;44.147;120.0;66.0;73.748;301.427;1168.88;857.07;939.082;0;0;0;0
1965.0;365.8;6.9;337.5;1.0;1.0;1.0;1.0;80387.4;365.8;316.958;303.174;3097.995;50.413;0.0;139.0;176.387;0;650;44.649;120.0;66.0;86.309;303.174;1168.88;857.07;1072.045;0;0;0;0
1966.0;427.3;5.9;349.3;1.0;1.0;1.0;1.0;96520.93;427.3;350.662;304.63;3450.298;50.643;-0.0;156.657;220.0;0;650;45.071;120.0;75.591;110.0;304.63;1168.88;958.598;1322.82;0;0;0;0
1967.0;480.2;5.1;297.1;1.0;1.0;1.0;1.0;87359.965;480.2;379.638;305.795;3753.415;50.827;-0.0;209.373;220.0;0;650;45.411;120.0;104.227;110.0;305.795;1168.88;1261.715;1322.82;0;0;0;0
1968.0;409.5;4.5;277.4;1.0;1.0;1.0;1.0;68498.744;409.5;341.263;305.94;3346.758;50.85;-0.0;139.0;219.65;0;650;45.453;120.0;66.0;109.81;305.94;1168.88;857.07;1320.807;0;0;0;0
1969.0;421.0;4.0;269.0;1.0;1.0;1.0;1.0;67432.153;421.0;347.51;305.941;3412.882;50.85;-0.0;150.15;220.0;0;650;45.453;120.0;72.057;110.0;305.941;1168.88;921.182;1322.82;0;0;0;0
1970.0;408.1;3.4;187.5;1.0;1.0;1.0;1.0;40874.054;408.1;252.445;305.941;2390.494;50.85;131.993;0.0;205.257;-20;630;45.453;105.0;0.0;101.992;305.941;1152.444;0.0;1238.05;0;0;0;0
1971.0;415.1;2.7;180.9;1.0;1.0;1.0;1.0;27968.584;415.1;256.247;305.94;2430.744;50.85;131.993;-0.0;212.257;-20;610;45.453;105.0;0.0;105.794;305.94;1152.444;0.0;1278.3;0;0;12000;0
1972.0;444.9;2.1;185.6;1.0;1.0;1.0;1.0;30483.433;444.9;256.28;305.94;2554.281;50.85;154.05;0.0;220.0;-20;590;45.453;100.827;0.0;110.0;305.94;1231.461;0.0;1322.82;0;0;12000;0
1973.0;440.3;1.3;219.9;1.0;1.0;1.0;1.0;38861.182;440.3;257.15;305.941;2554.571;50.85;149.45;-0.0;220.0;-20;570;45.453;101.697;0.0;110.0;305.941;1231.751;0.0;1322.82;0;0;12000;0
1974.0;426.5;0.3;242.8;1.0;1.0;1.0;1.0;58864.165;426.5;339.634;305.94;3329.507;50.85;0.0;139.0;216.65;-20;550;45.453;120.0;66.0;108.18;305.94;1168.88;857.07;1303.557;0;0;0;0
1975.0;406.3;0.1;260.9;1.0;1.0;1.0;1.0;62729.632;406.3;382.468;305.941;3850.253;50.85;35.45;220.0;220.0;120;670;45.453;117.015;110.0;110.0;305.941;1204.613;1322.82;1322.82;0;0;0;0
1976.0;407.9;1.3;324.9;1.0;1.0;1.0;1.0;84409.721;407.9;340.394;305.94;3337.558;50.85;0.0;139.0;218.05;0;670;45.453;120.0;66.0;108.941;305.94;1168.88;857.07;1311.608;0;0;0;0
1977.0;415.3;3.5;351.5;1.0;1.0;1.0;1.0;94954.105;415.3;344.414;305.941;3380.108;50.85;-0.0;144.45;220.0;0;670;45.453;120.0;68.96;110.0;305.941;1168.88;888.407;1322.82;0;0;0;0
1978.0;472.2;7.2;359.7;1.0;1.0;1.0;1.0;109294.124;472.2;374.667;302.738;3710.192;50.344;-0.0;201.856;220.0;0;670;44.523;120.0;100.144;110.0;302.738;1168.88;1218.492;1322.82;0;0;0;0
1979.0;460.6;12.7;323.5;1.0;1.0;1.0;1.0;93170.213;460.6;366.799;294.73;3650.766;49.079;0.0;191.521;220.0;0;670;42.269;120.0;94.53;110.0;294.73;1168.88;1159.066;1322.82;0;0;0;0
1980.0;417.7;15.8;352.6;1.0;1.0;1.0;1.0;94944.461;417.7;342.657;290.217;3408.19;48.366;0.0;149.334;220.0;0;670;41.043;120.0;71.614;110.0;290.217;1168.88;916.491;1322.82;0;0;0;0
1981.0;361.8;17.6;335.9;1.0;1.0;1.0;1.0;78316.602;361.8;311.819;287.596;3089.146;47.952;0.0;139.0;174.848;0;670;40.346;120.0;66.0;85.473;287.596;1168.88;857.07;1063.196;0;0;0;0
1982.0;349.9;19.1;330.1;1.0;1.0;1.0;1.0;74151.733;349.9;304.969;285.412;3022.705;47.607;-0.0;139.0;163.293;0;670;39.773;120.0;66.0;79.196;285.412;1168.88;857.07;996.755;0;0;0;0
1983.0;346.0;19.8;337.9;1.0;1.0;1.0;1.0;75727.439;346.0;302.673;284.393;3001.205;47.446;0.0;139.0;159.554;0;670;39.508;120.0;66.0;77.165;284.393;1168.88;857.07;975.255;0;0;0;0
1984.0;333.3;19.7;310.9;1.0;1.0;1.0;1.0;65284.32;333.3;295.799;284.539;2928.048;47.469;0.0;139.0;146.831;0;670;39.545;120.0;66.0;70.254;284.539;1168.88;857.07;902.098;0;0;0;0
1985.0;317.2;18.3;346.0;1.0;1.0;1.0;1.0;71364.947;317.2;265.917;286.577;2534.034;47.791;49.409;-0.0;220.0;0;670;40.077;115.84;0.0;110.0;286.577;1211.214;0.0;1322.82;0;0;0;0
1986.0;307.9;16.3;365.8;1.0;1.0;1.0;1.0;63999.649;307.9;267.51;289.489;2529.752;48.251;39.649;0.0;220.0;0;670;40.848;116.662;0.0;110.0;289.489;1206.932;0.0;1322.82;0;0;12000;0
1987.0;316.0;13.9;340.0;1.0;1.0;1.0;1.0;58071.918;316.0;267.817;292.983;2533.19;48.803;47.197;-0.0;220.0;0;670;41.791;116.026;0.0;110.0;292.983;1210.37;0.0;1322.82;0;0;12000;0
1988.0;320.9;12.1;387.6;1.0;1.0;1.0;1.0;71471.406;320.9;268.158;295.604;2534.83;49.217;51.683;0.0;220.0;0;670;42.51;115.648;0.0;110.0;295.604;1212.01;0.0;1322.82;0;0;12000;0
1989.0;328.0;11.3;380.9;1.0;1.0;1.0;1.0;85530.873;328.0;295.159;296.768;2886.464;49.401;-0.0;139.0;139.599;0;670;42.833;120.0;66.0;66.325;296.768;1168.88;857.07;860.514;0;0;0;0
1990.0;363.6;9.9;310.3;1.0;1.0;1.0;1.0;71159.655;363.6;314.893;298.807;3089.313;49.723;0.0;139.0;174.877;0;670;43.404;120.0;66.0;85.489;298.807;1168.88;857.07;1063.363;0;0;0;0
1991.0;408.2;8.4;262.2;1.0;1.0;1.0;1.0;62913.986;408.2;339.551;300.99;3343.779;50.068;-0.0;139.0;219.132;0;670;44.023;120.0;66.0;109.528;300.99;1168.88;857.07;1317.829;0;0;0;0
1992.0;432.7;7.5;206.6;1.0;1.0;1.0;1.0;46615.49;432.7;257.424;302.301;2555.077;50.275;142.425;0.0;220.0;-20;650;44.397;103.026;0.0;110.0;302.301;1232.257;0.0;1322.82;0;0;0;0
1993.0;465.6;6.6;206.9;1.0;1.0;1.0;1.0;38145.793;465.6;253.508;303.611;2553.721;50.482;165.118;0.0;220.0;-30;620;44.775;98.733;0.0;110.0;303.611;1230.901;0.0;1322.82;0;0;12000;0
1994.0;452.6;5.8;218.7;1.0;1.0;1.0;1.0;39612.663;452.6;254.448;304.776;2553.862;50.666;161.934;0.0;220.0;-20;600;45.113;99.335;0.0;110.0;304.776;1231.042;0.0;1322.82;0;0;12000;0
1995.0;455.6;5.2;176.5;1.0;1.0;1.0;1.0;29189.063;455.6;254.162;305.649;2553.735;50.804;164.796;-0.0;220.0;-20;580;45.368;98.794;0.0;110.0;305.649;1230.915;0.0;1322.82;0;0;12000;0
1996.0;448.3;4.6;221.6;1.0;1.0;1.0;1.0;54514.836;448.3;351.475;305.94;3454.857;50.85;0.0;157.45;220.0;-20;560;45.453;120.0;76.022;110.0;305.94;1168.88;963.157;1322.82;0;0;0;0
1997.0;430.5;3.9;218.7;1.0;1.0;1.0;1.0;49668.999;430.5;259.004;305.94;2555.297;50.85;139.65;0.0;220.0;-20;540;45.453;103.551;0.0;110.0;305.94;1232.477;0.0;1322.82;0;0;0;0
1998.0;411.2;3.5;213.5;1.0;1.0;1.0;1.0;35838.86;411.2;262.656;305.941;2495.39;50.85;120.35;-0.0;220.0;-20;520;45.453;107.203;0.0;110.0;305.941;1172.57;0.0;1322.82;0;0;12000;0
1999.0;406.9;3.3;256.4;1.0;1.0;1.0;1.0;46727.669;406.9;265.362;305.94;2520.094;50.85;106.05;-0.0;220.0;-30;490;45.453;109.908;0.0;110.0;305.94;1197.274;0.0;1322.82;0;0;12000;0
2000.0;406.4;4.4;245.2;1.0;1.0;1.0;1.0;43695.856;406.4;265.456;305.94;2520.957;50.85;105.55;0.0;220.0;-30;460;45.453;110.003;0.0;110.0;305.94;1198.137;0.0;1322.82;0;0;12000;0
2001.0;404.7;6.7;278.1;1.0;1.0;1.0;1.0;69022.387;404.7;381.85;303.465;3849.527;50.459;34.241;220.0;220.0;120;580;44.733;117.117;110.0;110.0;303.465;1203.887;1322.82;1322.82;0;0;0;0
2002.0;478.5;9.9;252.6;1.0;1.0;1.0;1.0;66976.868;478.5;372.796;298.807;3838.204;49.723;108.777;220.0;220.0;120;700;43.404;109.392;110.0;110.0;298.807;1192.564;1322.82;1322.82;0;0;0;0
2003.0;444.5;12.2;234.4;1.0;1.0;1.0;1.0;58139.282;444.5;347.327;295.458;3442.529;49.194;0.0;155.306;220.0;-20;680;42.47;120.0;74.858;110.0;295.458;1168.88;950.829;1322.82;0;0;0;0
2004.0;365.9;14.2;242.3;1.0;1.0;1.0;1.0;49635.023;365.9;265.175;292.546;2539.534;48.734;77.166;-0.0;220.0;-20;660;41.672;113.503;0.0;110.0;292.546;1216.714;0.0;1322.82;0;0;0;0
2005.0;309.3;16.7;254.7;1.0;1.0;1.0;1.0;46392.761;309.3;267.229;288.906;2530.504;48.159;41.141;0.0;220.0;0;660;40.693;116.536;0.0;110.0;288.906;1207.684;0.0;1322.82;0;0;0;0
2006.0;274.6;16.4;219.4;1.0;1.0;1.0;1.0;34032.991;274.6;263.407;289.343;2413.339;48.228;0.0;-0.0;206.372;-20;640;40.81;120.0;0.0;102.597;289.343;1168.88;0.0;1244.459;0;0;0;0
2007.0;251.1;16.3;243.7;1.0;1.0;1.0;1.0;37082.955;251.1;250.668;289.489;2278.082;48.251;0.0;0.0;182.849;-20;620;40.848;120.0;0.0;89.819;289.489;1168.88;0.0;1109.202;0;0;0;0
2008.0;256.8;16.7;224.9;1.0;1.0;1.0;1.0;21109.998;256.8;253.659;288.906;2311.386;48.159;-0.0;-0.0;188.641;-20;600;40.693;120.0;0.0;92.965;288.906;1168.88;0.0;1142.506;0;0;12000;0
2009.0;241.8;16.3;243.1;1.0;1.0;1.0;1.0;23607.729;241.8;245.616;289.489;2224.607;48.251;0.0;0.0;173.549;-20;580;40.848;120.0;0.0;84.767;289.489;1168.88;0.0;1055.727;0;0;12000;0
2010.0;238.3;14.8;238.5;1.0;1.0;1.0;1.0;22054.688;238.3;244.114;291.673;2202.498;48.596;0.0;0.0;169.704;-20;560;41.435;120.0;0.0;82.679;291.673;1168.88;0.0;1033.618;0;0;12000;0
2011.0;233.8;12.0;281.0;1.0;1.0;1.0;1.0;44609.461;233.8;308.978;295.749;3035.74;49.24;-0.0;139.0;165.56;120;680;42.55;120.0;66.0;80.428;295.749;1168.88;857.07;1009.79;0;0;0;0
2012.0;235.8;9.6;253.6;1.0;1.0;1.0;1.0;38000.068;235.8;255.062;299.243;2296.246;49.792;0.0;0.0;186.008;0;680;43.527;120.0;0.0;91.535;299.243;1168.88;0.0;1127.366;0;0;0;0
2013.0;267.6;8.4;234.0;1.0;1.0;1.0;1.0;37281.463;267.6;261.818;300.99;2362.509;50.068;-0.0;0.0;197.532;-20;660;44.023;120.0;0.0;97.795;300.99;1168.88;0.0;1193.629;0;0;0;0
2014.0;287.7;7.7;244.2;1.0;1.0;1.0;1.0;42084.017;287.7;272.843;302.01;2513.505;50.229;17.471;-0.0;220.0;0;660;44.314;118.529;0.0;110.0;302.01;1190.685;0.0;1322.82;0;0;0;0
2015.0;329.8;7.1;266.8;1.0;1.0;1.0;1.0;52330.209;329.8;269.561;302.883;2537.034;50.367;59.433;-0.0;220.0;0;660;44.565;114.996;0.0;110.0;302.883;1214.214;0.0;1322.82;0;0;0;0
2016.0;373.3;6.5;189.7;1.0;1.0;1.0;1.0;24810.866;373.3;260.2;303.757;2469.13;50.505;94.981;-0.0;207.814;-20;640;44.817;112.003;0.0;103.38;303.757;1216.38;0.0;1252.751;0;0;12000;0
2017.0;420.9;5.7;201.2;1.0;1.0;1.0;1.0;33821.054;420.9;260.493;304.921;2478.344;50.689;130.211;0.0;220.0;-20;620;45.155;105.337;0.0;110.0;304.921;1155.524;0.0;1322.82;0;0;12000;0
2018.0;437.0;4.7;214.3;1.0;1.0;1.0;1.0;37121.19;437.0;257.775;305.94;2554.8;50.85;146.15;0.0;220.0;-20;600;45.453;102.321;0.0;110.0;305.94;1231.98;0.0;1322.82;0;0;12000;0
2019.0;466.0;4.1;170.2;1.0;1.0;1.0;1.0;40315.007;466.0;256.56;0.0;3073.627;-0.0;131.993;142.74;171.268;-20;580;0.0;105.0;68.032;83.528;0.0;1152.444;878.574;1042.608;0;0;0;0
2020.0;471.7;3.7;180.0;1.0;1.0;1.0;1.0;36700.127;471.7;303.113;0.0;3566.402;-0.0;131.993;179.707;220.0;60;640;0.0;105.0;88.113;110.0;0.0;1152.444;1091.138;1322.82;5000;0;0;0
2021.0;403.5;3.5;204.4;1.0;1.0;1.0;1.0;44468.731;403.5;264.113;305.94;2508.695;50.85;112.65;-0.0;220.0;-20;620;45.453;108.66;0.0;110.0;305.94;1185.875;0.0;1322.82;0;0;0;0
2022.0;485.8;3.6;225.7;1.0;1.0;1.0;1.0;46039.929;485.8;256.11;305.941;2554.228;50.85;154.95;0.0;220.0;-60;560;45.453;100.656;0.0;110.0;305.941;1231.408;0.0;1322.82;0;0;12000;0
2023.0;472.0;4.1;274.9;1.0;1.0;1.0;1.0;57544.54;472.0;258.721;305.941;2555.177;50.85;141.15;-0.0;220.0;-60;500;45.453;103.267;0.0;110.0;305.941;1232.357;0.0;1322.82;0;0;12000;0
2024.0;440.5;5.6;327.4;1.0;1.0;1.0;1.0;67058.821;440.5;258.723;305.067;2555.286;50.712;139.788;0.0;220.0;-30;470;45.198;103.525;0.0;110.0;305.067;1232.466;0.0;1322.82;0;0;12000;0
2025.0;412.3;8.4;313.5;1.0;1.0;1.0;1.0;83083.505;412.3;380.467;300.99;3853.85;50.068;42.232;220.0;220.0;120;590;44.023;116.444;110.0;110.0;300.99;1208.21;1322.82;1322.82;0;0;0;0
2026.0;399.1;11.1;323.5;1.0;1.0;1.0;1.0;85434.602;399.1;380.418;297.06;3846.518;49.447;29.653;220.0;220.0;120;710;42.914;117.503;110.0;110.0;297.06;1200.878;1322.82;1322.82;0;0;0;0
2027.0;381.3;14.8;316.3;1.0;1.0;1.0;1.0;75938.711;381.3;323.151;291.673;3197.568;48.596;0.0;139.0;193.704;0;710;41.435;120.0;66.0;95.716;291.673;1168.88;857.07;1171.618;0;0;0;0
2028.0;367.7;16.0;354.2;1.0;1.0;1.0;1.0;85337.499;367.7;315.443;289.926;3120.955;48.32;-0.0;139.0;180.38;0;710;40.965;120.0;66.0;88.478;289.926;1168.88;857.07;1095.005;0;0;0;0
2029.0;330.9;16.9;316.0;1.0;1.0;1.0;1.0;66530.25;330.9;295.216;288.615;2910.545;48.113;0.0;139.0;143.787;0;710;40.616;120.0;66.0;68.6;288.615;1168.88;857.07;884.595;0;0;0;0
2030.0;294.8;17.6;329.5;1.0;1.0;1.0;1.0;65004.685;294.8;268.085;287.596;2521.649;47.952;26.848;-0.0;220.0;0;710;40.346;117.739;0.0;110.0;287.596;1198.829;0.0;1322.82;0;0;0;0
2031.0;260.5;17.6;320.5;1.0;1.0;1.0;1.0;59074.253;260.5;266.298;287.596;2448.851;47.952;-0.0;0.0;212.548;0;710;40.346;120.0;0.0;105.952;287.596;1168.88;0.0;1279.971;0;0;0;0
2032.0;230.4;17.1;313.4;1.0;1.0;1.0;1.0;51777.482;230.4;250.077;288.324;2275.115;48.067;0.0;0.0;182.333;0;710;40.538;120.0;0.0;89.539;288.324;1168.88;0.0;1106.235;0;0;0;0
2033.0;238.4;15.5;324.7;1.0;1.0;1.0;1.0;56204.132;238.4;254.845;290.654;2318.999;48.435;0.0;-0.0;189.965;0;710;41.16;120.0;0.0;93.685;290.654;1168.88;0.0;1150.119;0;0;0;0
2034.0;251.8;13.7;326.0;1.0;1.0;1.0;1.0;47171.475;251.8;262.609;293.274;2393.668;48.849;-0.0;0.0;202.951;0;710;41.87;120.0;0.0;100.739;293.274;1168.88;0.0;1224.788;0;0;12000;0
2035.0;266.3;11.7;356.4;1.0;1.0;1.0;1.0;58271.11;266.3;271.037;296.186;2474.398;49.309;-0.0;-0.0;216.991;0;710;42.671;120.0;0.0;108.365;296.186;1168.88;0.0;1305.518;0;0;12000;0
2036.0;298.9;10.8;340.1;1.0;1.0;1.0;1.0;56866.322;298.9;270.562;297.496;2523.509;49.516;29.384;0.0;220.0;0;710;43.036;117.526;0.0;110.0;297.496;1200.689;0.0;1322.82;0;0;12000;0
2037.0;330.5;10.0;338.9;1.0;1.0;1.0;1.0;73720.093;330.5;296.884;298.661;2899.12;49.7;0.0;139.0;141.8;0;710;43.363;120.0;66.0;67.521;298.661;1168.88;857.07;873.17;0;0;0;0
2038.0;383.6;8.5;348.5;1.0;1.0;1.0;1.0;87296.213;383.6;326.159;300.845;3202.461;50.045;-0.0;139.0;194.555;0;710;43.981;120.0;66.0;96.178;300.845;1168.88;857.07;1176.511;0;0;0;0
2039.0;411.7;6.7;269.2;1.0;1.0;1.0;1.0;65940.686;411.7;341.95;303.465;3361.656;50.459;0.0;141.241;220.0;0;710;44.733;120.0;67.217;110.0;303.465;1168.88;869.956;1322.82;0;0;0;0
2040.0;455.3;5.2;238.1;1.0;1.0;1.0;1.0;61281.816;455.3;355.218;305.649;3495.372;50.804;-0.0;164.496;220.0;-20;690;45.368;120.0;79.85;110.0;305.649;1168.88;1003.672;1322.82;0;0;0;0
2041.0;464.6;3.9;187.8;1.0;1.0;1.0;1.0;44007.448;464.6;282.907;0.0;3342.329;0.0;94.981;139.0;210.619;-20;670;0.0;112.003;66.0;104.904;0.0;1216.38;857.07;1268.88;0;0;0;0
2042.0;463.6;2.0;203.1;1.0;1.0;1.0;1.0;44807.518;463.6;339.697;0.0;3819.852;-0.0;3.6;220.0;220.0;-20;650;0.0;119.697;110.0;110.0;0.0;1174.212;1322.82;1322.82;5000;0;0;0
2043.0;442.1;1.3;166.3;1.0;1.0;1.0;1.0;37257.734;442.1;256.81;305.94;2554.454;50.85;151.25;0.0;220.0;-20;630;45.453;101.356;0.0;110.0;305.94;1231.634;0.0;1322.82;0;0;0;0
2044.0;434.7;1.5;186.4;1.0;1.0;1.0;1.0;41707.875;434.7;258.21;305.94;2554.968;50.85;143.85;0.0;220.0;-20;610;45.453;102.757;0.0;110.0;305.94;1232.148;0.0;1322.82;0;0;0;0
2045.0;434.2;1.3;164.4;1.0;1.0;1.0;1.0;35977.025;434.2;258.304;305.941;2555.006;50.85;143.35;-0.0;220.0;-20;590;45.453;102.851;0.0;110.0;305.941;1232.186;0.0;1322.82;0;0;0;0
2046.0;434.0;1.1;213.7;1.0;1.0;1.0;1.0;36693.204;434.0;258.342;305.941;2555.021;50.85;143.15;-0.0;220.0;-20;570;45.453;102.889;0.0;110.0;305.941;1232.201;0.0;1322.82;0;0;12000;0
2047.0;430.3;1.3;169.3;1.0;1.0;1.0;1.0;24854.244;430.3;259.042;305.94;2555.314;50.85;139.45;0.0;220.0;-20;550;45.453;103.589;0.0;110.0;305.94;1232.494;0.0;1322.82;0;0;12000;0
